,participating_rxn_id,subsystem,enz_usage_flux_lipid
1397,r_4323No1,Lipoic acid metabolism,0.0
1398,r_4324No1,Lipoic acid metabolism,0.0
1399,r_4323_REVNo1,Lipoic acid metabolism,0.0
1400,r_4324_REVNo1,Lipoic acid metabolism,0.0
1401,r_0001No1,Pyruvate metabolism,0.0
1402,r_0001No2,Pyruvate metabolism,0.0
1403,draw_prot_P32891,Enzyme usage,0.0
1404,r_0916No2,Pentose phosphate pathway,-4.0066288275943e-09
1405,r_0916No3,Pentose phosphate pathway,-4.0066288275943e-09
1406,r_0916No1,Pentose phosphate pathway,-4.0066288275943e-09
1407,draw_prot_P32895,Enzyme usage,-4.0066288275943e-09
1408,r_0227No2,"Transport [c, e]",0.0
1409,r_0227No1,"Transport [c, e]",0.0
1410,draw_prot_P32903,Enzyme usage,0.0
1411,r_4271No1,N-glycan biosynthesis,0.0
1412,r_4272_REVNo1,N-glycan biosynthesis,0.0
1413,r_4271_REVNo1,N-glycan biosynthesis,0.0
1414,r_4272No1,N-glycan biosynthesis,0.0
1415,draw_prot_P32906,Enzyme usage,0.0
1416,r_0748No2,Sphingoglycolipid metabolism,0.0
1417,r_0750No2,Sphingoglycolipid metabolism,0.0
1418,r_0752No2,Sphingoglycolipid metabolism,0.0
1419,r_0755No2,Sphingoglycolipid metabolism,0.0
1420,r_0756No2,Sphingoglycolipid metabolism,0.0
1421,r_0749No2,Sphingoglycolipid metabolism,0.0
1422,draw_prot_P33300,Enzyme usage,0.0
1423,r_0747No2,Sphingoglycolipid metabolism,0.0
1424,r_0754No2,Sphingoglycolipid metabolism,0.0
1425,r_0753No2,Sphingoglycolipid metabolism,0.0
1426,r_0751No2,Sphingoglycolipid metabolism,0.0
1427,draw_prot_P33312,Enzyme usage,-0.000157132268693454
1428,r_0015No1,Riboflavin metabolism,-0.000157132268693454
1429,r_1049_REVNo1,Pentose phosphate pathway,0.0
1430,r_1050No1,Pentose phosphate pathway,0.0
1431,r_1050_REVNo1,Pentose phosphate pathway,0.0
1432,r_1049No1,Pentose phosphate pathway,0.0
1433,draw_prot_P33315,Enzyme usage,0.0
1434,r_0364No2,Pyrimidine metabolism,0.0
1435,draw_prot_P33317,Enzyme usage,0.0
1436,draw_prot_P33327,Enzyme usage,0.0
1437,r_0470No1,"Alanine, aspartate and glutamate metabolism",0.0
1438,r_0918No1,"Glycine, serine and threonine metabolism",-1.382588461746428e-05
1439,draw_prot_P33330,Enzyme usage,-1.382588461746428e-05
1440,r_2337No1,Glycerolipid metabolism,0.0
1441,r_2333No1,Glycerolipid metabolism,0.0
1442,r_2339No1,Glycerolipid metabolism,0.0
1443,r_2341No1,Glycerolipid metabolism,0.0
1444,r_2342No1,Glycerolipid metabolism,0.0
1445,r_2343No1,Glycerolipid metabolism,0.0
1446,draw_prot_P33333,Enzyme usage,0.0
1447,r_2335No1,Glycerolipid metabolism,0.0
1448,r_2340No1,Glycerolipid metabolism,0.0
1449,r_0907_REVNo1,Pentose phosphate pathway,0.0
1450,draw_prot_P33401,Enzyme usage,0.0
1451,r_0888No2,Pentose phosphate pathway,0.0
1452,r_0907No1,Pentose phosphate pathway,0.0
1453,r_0888_REVNo2,Pentose phosphate pathway,0.0
1454,r_0885No1,Glycerophospholipid metabolism,0.0
1455,draw_prot_P33412,Enzyme usage,0.0
1456,r_1021No3,Citrate cycle (TCA cycle),-6.797049364050613e-08
1457,draw_prot_P33421,Enzyme usage,-6.797049364050613e-08
1458,r_1021_REVNo3,Citrate cycle (TCA cycle),-6.797049364050613e-08
1459,r_1021No2,Citrate cycle (TCA cycle),-6.797049364050613e-08
1460,r_1021No1,Citrate cycle (TCA cycle),-6.797049364050613e-08
1461,r_1021_REVNo1,Citrate cycle (TCA cycle),-6.797049364050613e-08
1462,r_1021_REVNo2,Citrate cycle (TCA cycle),-6.797049364050613e-08
1463,draw_prot_P33550,Enzyme usage,0.0
1464,r_0192No5,N-glycan biosynthesis,0.0
1465,draw_prot_P33734,Enzyme usage,-6.347218911214119e-08
1466,r_0563No1,Histidine metabolism,-6.347218911214119e-08
1467,draw_prot_P33751,Enzyme usage,0.0
1468,r_0044No1,Ubiquinone and other terpenoid-quinone biosynthesis,0.0
1469,draw_prot_P33775,Enzyme usage,0.0
1470,r_0362No1,N-glycan biosynthesis,0.0
1471,draw_prot_P33893,Enzyme usage,0.0
1472,r_4155No1,tRNA metabolism,0.0
1473,r_3252No1,Steroid biosynthesis,0.0
1474,draw_prot_P34163,Enzyme usage,0.0
1475,r_3253No1,Steroid biosynthesis,0.0
1476,draw_prot_P34227,Enzyme usage,0.0
1477,r_0551No1,Glutathione metabolism,0.0
1478,r_2877No1,Inositol phosphate metabolism,0.0
1479,r_2883No1,Inositol phosphate metabolism,0.0
1480,r_2878No1,Inositol phosphate metabolism,0.0
1481,r_2876No1,Inositol phosphate metabolism,0.0
1482,draw_prot_P34756,Enzyme usage,0.0
1483,r_2879No1,Inositol phosphate metabolism,0.0
1484,r_2880No1,Inositol phosphate metabolism,0.0
1485,r_2881No1,Inositol phosphate metabolism,0.0
1486,r_2882No1,Inositol phosphate metabolism,0.0
1487,draw_prot_P35172,Enzyme usage,0.0
1488,r_0193No2,Starch and sucrose metabolism,0.0
1489,r_0295_REVNo1,Terpenoid backbone biosynthesis,0.0
1490,r_0294No1,Terpenoid backbone biosynthesis,0.0
1491,r_0296No1,Terpenoid backbone biosynthesis,0.0
1492,r_0281No1,Terpenoid backbone biosynthesis,0.0
1493,r_0289No1,Terpenoid backbone biosynthesis,0.0
1494,r_0297No1,Terpenoid backbone biosynthesis,0.0
1495,r_0284No1,Terpenoid backbone biosynthesis,0.0
1496,draw_prot_P35196,Enzyme usage,0.0
1497,r_0288No1,Terpenoid backbone biosynthesis,0.0
1498,r_0292No1,Terpenoid backbone biosynthesis,0.0
1499,r_0283No1,Terpenoid backbone biosynthesis,0.0
1500,r_0298No1,Terpenoid backbone biosynthesis,0.0
1501,r_0287No1,Terpenoid backbone biosynthesis,0.0
1502,r_0291No1,Terpenoid backbone biosynthesis,0.0
1503,r_0285No1,Terpenoid backbone biosynthesis,0.0
1504,r_0295No1,Terpenoid backbone biosynthesis,0.0
1505,r_0294_REVNo1,Terpenoid backbone biosynthesis,0.0
1506,r_0299No1,Terpenoid backbone biosynthesis,0.0
1507,r_0290No1,Terpenoid backbone biosynthesis,0.0
1508,r_0293No1,Terpenoid backbone biosynthesis,0.0
1509,r_0282No1,Terpenoid backbone biosynthesis,0.0
1510,r_0286No1,Terpenoid backbone biosynthesis,0.0
1511,r_1035No1,Thiamine metabolism,0.0
1512,r_1034No1,Thiamine metabolism,0.0
1513,draw_prot_P35202,Enzyme usage,0.0
1514,r_0752No2,Sphingoglycolipid metabolism,0.0
1515,r_0752No1,Sphingoglycolipid metabolism,0.0
1516,r_0747No2,Sphingoglycolipid metabolism,0.0
1517,r_0750No1,Sphingoglycolipid metabolism,0.0
1518,r_0751No1,Sphingoglycolipid metabolism,0.0
1519,r_0748No1,Sphingoglycolipid metabolism,0.0
1520,r_0748No2,Sphingoglycolipid metabolism,0.0
1521,r_0755No2,Sphingoglycolipid metabolism,0.0
1522,r_0755No1,Sphingoglycolipid metabolism,0.0
1523,r_0753No1,Sphingoglycolipid metabolism,0.0
1524,r_0750No2,Sphingoglycolipid metabolism,0.0
1525,r_0756No1,Sphingoglycolipid metabolism,0.0
1526,r_0749No2,Sphingoglycolipid metabolism,0.0
1527,r_0754No2,Sphingoglycolipid metabolism,0.0
1528,r_0753No2,Sphingoglycolipid metabolism,0.0
1529,r_0754No1,Sphingoglycolipid metabolism,0.0
1530,r_0751No2,Sphingoglycolipid metabolism,0.0
1531,r_0749No1,Sphingoglycolipid metabolism,0.0
1532,r_0747No1,Sphingoglycolipid metabolism,0.0
1533,draw_prot_P35206,Enzyme usage,0.0
1534,r_0756No2,Sphingoglycolipid metabolism,0.0
1535,r_0323No2,Fructose and mannose metabolism,0.0
1536,draw_prot_P35497,Enzyme usage,0.0
1537,r_0691No1,Fructose and mannose metabolism,0.0
1538,draw_prot_P35731,Enzyme usage,0.0
1539,r_2146No1,Fatty acid biosynthesis,0.0
1540,r_2147No1,Fatty acid biosynthesis,0.0
1541,r_2145No1,Fatty acid biosynthesis,0.0
1542,draw_prot_P35842,Enzyme usage,0.0
1543,r_0116No2,Riboflavin metabolism,0.0
1544,r_1031_REVNo1,Folate biosynthesis,0.0
1545,draw_prot_P36001,Enzyme usage,0.0
1546,r_1031No1,Folate biosynthesis,0.0
1547,draw_prot_P36007,Enzyme usage,0.0
1548,r_4206_REVNo1,"Alanine, aspartate and glutamate metabolism",0.0
1549,r_4206No1,"Alanine, aspartate and glutamate metabolism",0.0
1550,r_0801No1,Purine metabolism,-8.067306020375639e-07
1551,r_0803No1,Pyrimidine metabolism,-8.067306020375639e-07
1552,draw_prot_P36010,Enzyme usage,-8.067306020375639e-07
1553,r_0799No1,Pyrimidine metabolism,-8.067306020375639e-07
1554,r_0802_REVNo1,Purine metabolism,-8.067306020375639e-07
1555,r_0798No1,Purine metabolism,-8.067306020375639e-07
1556,r_0797No1,Pyrimidine metabolism,-8.067306020375639e-07
1557,r_0795No1,Pyrimidine metabolism,-8.067306020375639e-07
1558,r_0796No1,Purine metabolism,-8.067306020375639e-07
1559,r_0802No1,Purine metabolism,-8.067306020375639e-07
1560,r_0811No1,Pyrimidine metabolism,-8.067306020375639e-07
1561,r_0800No1,Purine metabolism,-8.067306020375639e-07
1562,r_0803_REVNo1,Pyrimidine metabolism,-8.067306020375639e-07
1563,draw_prot_P36013,Enzyme usage,-9.015362012540483e-07
1564,r_0719No1,Pyruvate metabolism,-9.015362012540483e-07
1565,r_0718No1,Pyruvate metabolism,-9.015362012540483e-07
1566,r_0483No6,Glutathione metabolism,0.0
1567,draw_prot_P36014,Enzyme usage,0.0
1568,r_0906No1,Pantothenate and coa biosynthesis,0.0
1569,r_0906No2,Pantothenate and coa biosynthesis,0.0
1570,draw_prot_P36024,Enzyme usage,0.0
1571,r_4275No2,Porphyrin and chlorophyll metabolism,0.0
1572,draw_prot_P36033,Enzyme usage,0.0
1573,r_4275_REVNo2,Porphyrin and chlorophyll metabolism,0.0
1574,r_0520No1,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.0
1575,r_0520_REVNo1,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.0
1576,draw_prot_P36051,Enzyme usage,0.0
1577,draw_prot_P36060,Enzyme usage,0.0
1578,r_4197No2,Amino sugar and nucleotide sugar metabolism,0.0
1579,r_4197_REVNo2,Amino sugar and nucleotide sugar metabolism,0.0
1580,r_0906No2,Pantothenate and coa biosynthesis,0.0
1581,r_0906No4,Pantothenate and coa biosynthesis,0.0
1582,draw_prot_P36076,Enzyme usage,0.0
1583,r_0906No3,Pantothenate and coa biosynthesis,0.0
1584,r_0906No1,Pantothenate and coa biosynthesis,0.0
1585,r_4202No1,Cysteine and methionine metabolism,0.0
1586,r_4202_REVNo1,Cysteine and methionine metabolism,0.0
1587,draw_prot_P36088,Enzyme usage,0.0
1588,r_3433No1,Sphingoglycolipid metabolism,0.0
1589,r_3457No1,Sphingoglycolipid metabolism,0.0
1590,r_3462No1,Sphingoglycolipid metabolism,0.0
1591,r_3467No1,Sphingoglycolipid metabolism,0.0
1592,r_3482No1,Sphingoglycolipid metabolism,0.0
1593,r_3432No1,Sphingoglycolipid metabolism,0.0
1594,r_3487No1,Sphingoglycolipid metabolism,0.0
1595,r_3492No1,Sphingoglycolipid metabolism,0.0
1596,r_3459No1,Sphingoglycolipid metabolism,0.0
1597,r_3486No1,Sphingoglycolipid metabolism,0.0
1598,r_3431No1,Sphingoglycolipid metabolism,0.0
1599,r_3464No1,Sphingoglycolipid metabolism,0.0
1600,r_3491No1,Sphingoglycolipid metabolism,0.0
1601,r_3470No1,Sphingoglycolipid metabolism,0.0
1602,r_3507No1,Sphingoglycolipid metabolism,0.0
1603,r_3480No1,Sphingoglycolipid metabolism,0.0
1604,r_3485No1,Sphingoglycolipid metabolism,0.0
1605,r_3506No1,Sphingoglycolipid metabolism,0.0
1606,r_3490No1,Sphingoglycolipid metabolism,0.0
1607,r_3434No1,Sphingoglycolipid metabolism,0.0
1608,r_3505No1,Sphingoglycolipid metabolism,0.0
1609,r_3483No1,Sphingoglycolipid metabolism,0.0
1610,r_3458No1,Sphingoglycolipid metabolism,0.0
1611,r_3488No1,Sphingoglycolipid metabolism,0.0
1612,r_3463No1,Sphingoglycolipid metabolism,0.0
1613,r_3493No1,Sphingoglycolipid metabolism,0.0
1614,r_3468No1,Sphingoglycolipid metabolism,0.0
1615,r_3456No1,Sphingoglycolipid metabolism,0.0
1616,r_3461No1,Sphingoglycolipid metabolism,0.0
1617,r_3466No1,Sphingoglycolipid metabolism,0.0
1618,draw_prot_P36107,Enzyme usage,0.0
1619,r_3481No1,Sphingoglycolipid metabolism,0.0
1620,r_3430No1,Sphingoglycolipid metabolism,0.0
1621,r_3484No1,Sphingoglycolipid metabolism,0.0
1622,r_3460No1,Sphingoglycolipid metabolism,0.0
1623,r_3489No1,Sphingoglycolipid metabolism,0.0
1624,r_3465No1,Sphingoglycolipid metabolism,0.0
1625,r_3494No1,Sphingoglycolipid metabolism,0.0
1626,r_3469No1,Sphingoglycolipid metabolism,0.0
1627,r_3429No1,Sphingoglycolipid metabolism,0.0
1628,r_3435No1,Sphingoglycolipid metabolism,0.0
1629,r_3428No1,Sphingoglycolipid metabolism,0.0
1630,r_3472No1,Sphingoglycolipid metabolism,0.0
1631,r_3477No1,Sphingoglycolipid metabolism,0.0
1632,r_3497No1,Sphingoglycolipid metabolism,0.0
1633,r_3502No1,Sphingoglycolipid metabolism,0.0
1634,r_3475No1,Sphingoglycolipid metabolism,0.0
1635,r_3496No1,Sphingoglycolipid metabolism,0.0
1636,r_3501No1,Sphingoglycolipid metabolism,0.0
1637,r_3438No1,Sphingoglycolipid metabolism,0.0
1638,r_3443No1,Sphingoglycolipid metabolism,0.0
1639,r_3448No1,Sphingoglycolipid metabolism,0.0
1640,r_3495No1,Sphingoglycolipid metabolism,0.0
1641,r_3500No1,Sphingoglycolipid metabolism,0.0
1642,r_3437No1,Sphingoglycolipid metabolism,0.0
1643,r_3453No1,Sphingoglycolipid metabolism,0.0
1644,r_3442No1,Sphingoglycolipid metabolism,0.0
1645,r_3447No1,Sphingoglycolipid metabolism,0.0
1646,r_3473No1,Sphingoglycolipid metabolism,0.0
1647,r_3452No1,Sphingoglycolipid metabolism,0.0
1648,r_3478No1,Sphingoglycolipid metabolism,0.0
1649,r_3436No1,Sphingoglycolipid metabolism,0.0
1650,r_3441No1,Sphingoglycolipid metabolism,0.0
1651,r_3446No1,Sphingoglycolipid metabolism,0.0
1652,r_3451No1,Sphingoglycolipid metabolism,0.0
1653,r_3498No1,Sphingoglycolipid metabolism,0.0
1654,r_3503No1,Sphingoglycolipid metabolism,0.0
1655,r_3439No1,Sphingoglycolipid metabolism,0.0
1656,r_3444No1,Sphingoglycolipid metabolism,0.0
1657,r_3449No1,Sphingoglycolipid metabolism,0.0
1658,r_3454No1,Sphingoglycolipid metabolism,0.0
1659,r_3471No1,Sphingoglycolipid metabolism,0.0
1660,r_3476No1,Sphingoglycolipid metabolism,0.0
1661,r_3455No1,Sphingoglycolipid metabolism,0.0
1662,r_3499No1,Sphingoglycolipid metabolism,0.0
1663,r_3474No1,Sphingoglycolipid metabolism,0.0
1664,r_3504No1,Sphingoglycolipid metabolism,0.0
1665,r_3479No1,Sphingoglycolipid metabolism,0.0
1666,r_3440No1,Sphingoglycolipid metabolism,0.0
1667,r_3445No1,Sphingoglycolipid metabolism,0.0
1668,r_3450No1,Sphingoglycolipid metabolism,0.0
1669,r_3111No1,Glycerophospholipid metabolism,1.262435718360493e-07
1670,draw_prot_P36126,Enzyme usage,1.262435718360493e-07
1671,r_3104No1,Glycerophospholipid metabolism,1.262435718360493e-07
1672,r_3105No1,Glycerophospholipid metabolism,1.262435718360493e-07
1673,r_3106No1,Glycerophospholipid metabolism,1.262435718360493e-07
1674,r_3107No1,Glycerophospholipid metabolism,1.262435718360493e-07
1675,r_3109No1,Glycerophospholipid metabolism,1.262435718360493e-07
1676,r_3110No1,Glycerophospholipid metabolism,1.262435718360493e-07
1677,r_3108No1,Glycerophospholipid metabolism,1.262435718360493e-07
1678,draw_prot_P36136,Enzyme usage,0.0
1679,r_2126No1,Glycolysis / gluconeogenesis,0.0
1680,r_0510No4,Starch and sucrose metabolism,0.0
1681,draw_prot_P36143,Enzyme usage,0.0
1682,r_0510No2,Starch and sucrose metabolism,0.0
1683,draw_prot_P36148,Enzyme usage,7.13872740114224e-05
1684,r_2315No1,Glycerolipid metabolism,7.13872740114224e-05
1685,r_2310No1,Glycerolipid metabolism,7.13872740114224e-05
1686,r_2308No2,Glycerolipid metabolism,7.13872740114224e-05
1687,r_2309No2,Glycerolipid metabolism,7.13872740114224e-05
1688,r_2316No1,Glycerolipid metabolism,7.13872740114224e-05
1689,r_2317No1,Glycerolipid metabolism,7.13872740114224e-05
1690,r_2318No1,Glycerolipid metabolism,7.13872740114224e-05
1691,r_2320No1,Glycerolipid metabolism,7.13872740114224e-05
1692,r_2319No1,Glycerolipid metabolism,7.13872740114224e-05
1693,r_2321No1,Glycerolipid metabolism,7.13872740114224e-05
1694,r_2322No1,Glycerolipid metabolism,7.13872740114224e-05
1695,r_2323No1,Glycerolipid metabolism,7.13872740114224e-05
1696,r_2312No2,Glycerolipid metabolism,7.13872740114224e-05
1697,r_2313No2,Glycerolipid metabolism,7.13872740114224e-05
1698,r_2311No1,Glycerolipid metabolism,7.13872740114224e-05
1699,r_2314No1,Glycerolipid metabolism,7.13872740114224e-05
1700,r_1082No1,Porphyrin and chlorophyll metabolism,0.0
1701,draw_prot_P36150,Enzyme usage,0.0
1702,r_4208_REVNo1,Glutathione metabolism,0.0
1703,draw_prot_P36156,Enzyme usage,0.0
1704,r_4208No1,Glutathione metabolism,0.0
1705,r_4200No2,Glutathione metabolism,0.0
1706,r_4200_REVNo2,Glutathione metabolism,0.0
1707,r_2343No2,Glycerolipid metabolism,0.0
1708,r_3275No2,Glycerolipid metabolism,0.0
1709,r_3291No2,Glycerolipid metabolism,0.0
1710,r_3325No1,Glycerolipid metabolism,0.0
1711,r_3290No2,Glycerolipid metabolism,0.0
1712,r_3277No2,Glycerolipid metabolism,0.0
1713,r_3316No1,Glycerolipid metabolism,0.0
1714,r_3293No2,Glycerolipid metabolism,0.0
1715,r_3318No1,Glycerolipid metabolism,0.0
1716,r_3280No2,Glycerolipid metabolism,0.0
1717,r_3264No2,Glycerolipid metabolism,0.0
1718,r_3267No2,Glycerolipid metabolism,0.0
1719,r_3326No1,Glycerolipid metabolism,0.0
1720,r_3283No2,Glycerolipid metabolism,0.0
1721,r_3270No2,Glycerolipid metabolism,0.0
1722,r_3329No1,Glycerolipid metabolism,0.0
1723,r_3319No1,Glycerolipid metabolism,0.0
1724,r_3288No2,Glycerolipid metabolism,0.0
1725,r_3292No2,Glycerolipid metabolism,0.0
1726,draw_prot_P36165,Enzyme usage,0.0
1727,r_3278No2,Glycerolipid metabolism,0.0
1728,r_3279No2,Glycerolipid metabolism,0.0
1729,r_3286No2,Glycerolipid metabolism,0.0
1730,r_3322No1,Glycerolipid metabolism,0.0
1731,r_3265No2,Glycerolipid metabolism,0.0
1732,r_3327No1,Glycerolipid metabolism,0.0
1733,r_3266No2,Glycerolipid metabolism,0.0
1734,r_3273No2,Glycerolipid metabolism,0.0
1735,r_3294No2,Glycerolipid metabolism,0.0
1736,r_3295No2,Glycerolipid metabolism,0.0
1737,r_3331No1,Glycerolipid metabolism,0.0
1738,r_3281No2,Glycerolipid metabolism,0.0
1739,r_3282No2,Glycerolipid metabolism,0.0
1740,r_3289No2,Glycerolipid metabolism,0.0
1741,r_3268No2,Glycerolipid metabolism,0.0
1742,r_3330No1,Glycerolipid metabolism,0.0
1743,r_3269No2,Glycerolipid metabolism,0.0
1744,r_3276No2,Glycerolipid metabolism,0.0
1745,r_3317No1,Glycerolipid metabolism,0.0
1746,r_3320No1,Glycerolipid metabolism,0.0
1747,r_3284No2,Glycerolipid metabolism,0.0
1748,r_3324No1,Glycerolipid metabolism,0.0
1749,r_3323No1,Glycerolipid metabolism,0.0
1750,r_3285No2,Glycerolipid metabolism,0.0
1751,r_3328No1,Glycerolipid metabolism,0.0
1752,r_3271No2,Glycerolipid metabolism,0.0
1753,r_3321No1,Glycerolipid metabolism,0.0
1754,r_3272No2,Glycerolipid metabolism,0.0
1755,r_3287No2,Glycerolipid metabolism,0.0
1756,r_2342No2,Glycerolipid metabolism,0.0
1757,r_2341No2,Glycerolipid metabolism,0.0
1758,r_2340No2,Glycerolipid metabolism,0.0
1759,r_3274No2,Glycerolipid metabolism,0.0
1760,r_1066No1,tRNA metabolism,-2.92943183121106e-06
1761,draw_prot_P36421,Enzyme usage,-2.92943183121106e-06
1762,draw_prot_P36973,Enzyme usage,0.0
1763,r_0139No1,Purine metabolism,0.0
1764,r_0907No2,Pentose phosphate pathway,-6.743623342488266e-07
1765,r_0907_REVNo2,Pentose phosphate pathway,-6.743623342488266e-07
1766,draw_prot_P37012,Enzyme usage,-6.743623342488266e-07
1767,r_0888No1,Pentose phosphate pathway,-6.743623342488266e-07
1768,r_0888_REVNo1,Pentose phosphate pathway,-6.743623342488266e-07
1769,draw_prot_P37254,Enzyme usage,-3.9462015587994664e-07
1770,r_0066No1,Folate biosynthesis,-3.9462015587994664e-07
1771,r_0502_REVNo1,"Glycine, serine and threonine metabolism",-2.1197189331540484e-07
1772,r_0502No1,"Glycine, serine and threonine metabolism",-2.1197189331540484e-07
1773,draw_prot_P37291,Enzyme usage,-2.1197189331540484e-07
1774,draw_prot_P37292,Enzyme usage,1.1258158914658942e-06
1775,r_0503No1,"Glycine, serine and threonine metabolism",1.1258158914658942e-06
1776,r_0503_REVNo1,"Glycine, serine and threonine metabolism",1.1258158914658942e-06
1777,draw_prot_P37293,Enzyme usage,0.0
1778,r_0992No2,Cysteine and methionine metabolism,0.0
1779,r_0992No1,Cysteine and methionine metabolism,0.0
1780,draw_prot_P37296,Enzyme usage,0.0
1781,r_1085No1,Oxidative phosphorylation,0.0
1782,r_2825No2,Inositol phosphate metabolism,0.0
1783,draw_prot_P37297,Enzyme usage,0.0
1784,r_2826No2,Inositol phosphate metabolism,0.0
1785,r_2824No2,Inositol phosphate metabolism,0.0
1786,r_2827No2,Inositol phosphate metabolism,0.0
1787,r_2820No2,Inositol phosphate metabolism,0.0
1788,r_2821No2,Inositol phosphate metabolism,0.0
1789,r_2823No2,Inositol phosphate metabolism,0.0
1790,r_2822No2,Inositol phosphate metabolism,0.0
1791,r_1021No2,Citrate cycle (TCA cycle),0.0
1792,r_1021No1,Citrate cycle (TCA cycle),0.0
1793,draw_prot_P37298,Enzyme usage,0.0
1794,r_1021_REVNo1,Citrate cycle (TCA cycle),0.0
1795,r_1021_REVNo2,Citrate cycle (TCA cycle),0.0
1796,r_0439No1,Oxidative phosphorylation,-7.971895139075045e-06
1797,draw_prot_P37299,Enzyme usage,-7.971895139075045e-06
1798,draw_prot_P37303,Enzyme usage,0.0
1799,r_0675No1,"Glycine, serine and threonine metabolism",0.0
1800,r_1040No1,"Glycine, serine and threonine metabolism",0.0
1801,r_0570_REVNo2,Purine metabolism,-2.1275824286406483e-06
1802,r_0912_REVNo2,Purine metabolism,-2.1275824286406483e-06
1803,r_0912No2,Purine metabolism,-2.1275824286406483e-06
1804,r_0570No2,Purine metabolism,-2.1275824286406483e-06
1805,draw_prot_P38009,Enzyme usage,-2.1275824286406483e-06
1806,r_0552No1,Glutathione metabolism,0.0
1807,draw_prot_P38013,Enzyme usage,0.0
1808,r_0552No2,Glutathione metabolism,0.0
1809,r_0916No3,Pentose phosphate pathway,0.0
1810,draw_prot_P38063,Enzyme usage,0.0
1811,r_0916No5,Pentose phosphate pathway,0.0
1812,draw_prot_P38066,Enzyme usage,-2.4248457717112084e-10
1813,r_0525No1,Riboflavin metabolism,-2.4248457717112084e-10
1814,draw_prot_P38067,Enzyme usage,1.803210170140149e-38
1815,r_1023No1,"Alanine, aspartate and glutamate metabolism",1.803210170140149e-38
1816,r_2152No1,Biosynthesis of unsaturated fatty acids,0.0
1817,r_2153No1,Biosynthesis of unsaturated fatty acids,0.0
1818,draw_prot_P38071,Enzyme usage,0.0
1819,r_2151No1,Biosynthesis of unsaturated fatty acids,0.0
1820,draw_prot_P38074,Enzyme usage,0.0
1821,r_0541No1,Histidine metabolism,0.0
1822,r_0954No1,Vitamin b6 metabolism,0.0
1823,r_0953No1,Vitamin b6 metabolism,0.0
1824,draw_prot_P38075,Enzyme usage,0.0
1825,r_0955No1,Vitamin b6 metabolism,0.0
1826,r_0956No1,Vitamin b6 metabolism,0.0
1827,draw_prot_P38077,Enzyme usage,-5.625178488467915e-07
1828,r_0226No1,Oxidative phosphorylation,-5.625178488467915e-07
1829,r_0226No2,Oxidative phosphorylation,-5.625178488467915e-07
1830,r_0512No1,tRNA metabolism,0.0
1831,draw_prot_P38088,Enzyme usage,0.0
1832,r_2115No1,Glycolysis / gluconeogenesis,0.0
1833,r_0166No1,Complex alcohol metabolism,0.0
1834,r_0182No1,Complex alcohol metabolism,0.0
1835,draw_prot_P38113,Enzyme usage,0.0
1836,r_0179No1,Complex alcohol metabolism,0.0
1837,r_4670No1,Fatty acid ester pathway,0.0
1838,r_0186No1,Tyrosine metabolism,0.0
1839,r_4652No1,Fatty acid ester pathway,0.0
1840,r_4661No1,Fatty acid ester pathway,0.0
1841,r_0169No1,Phenylalanine metabolism,0.0
1842,draw_prot_P38115,Enzyme usage,0.0
1843,r_0321No1,Alternate carbon metabolism,0.0
1844,r_0063No1,Pantothenate and coa biosynthesis,0.0
1845,draw_prot_P38122,Enzyme usage,0.0
1846,draw_prot_P38130,Enzyme usage,0.0
1847,r_0192No2,N-glycan biosynthesis,0.0
1848,draw_prot_P38131,Enzyme usage,0.0
1849,r_0192No1,N-glycan biosynthesis,0.0
1850,draw_prot_P38137,Enzyme usage,0.0
1851,r_4164No1,Glyoxylate and dicarboxylate metabolism,0.0
1852,r_4164_REVNo1,Glyoxylate and dicarboxylate metabolism,0.0
1853,r_4166No1,N-glycan biosynthesis,0.0
1854,r_4165No1,N-glycan biosynthesis,0.0
1855,draw_prot_P38138,Enzyme usage,0.0
1856,r_4166_REVNo1,N-glycan biosynthesis,0.0
1857,r_4165_REVNo1,N-glycan biosynthesis,0.0
1858,r_3293No1,Glycerolipid metabolism,4.438982182884048e-08
1859,r_3278No1,Glycerolipid metabolism,4.438982182884048e-08
1860,r_3280No1,Glycerolipid metabolism,4.438982182884048e-08
1861,r_3267No1,Glycerolipid metabolism,4.438982182884048e-08
1862,r_3285No1,Glycerolipid metabolism,4.438982182884048e-08
1863,r_3269No1,Glycerolipid metabolism,4.438982182884048e-08
1864,r_3283No1,Glycerolipid metabolism,4.438982182884048e-08
1865,r_3268No1,Glycerolipid metabolism,4.438982182884048e-08
1866,r_3270No1,Glycerolipid metabolism,4.438982182884048e-08
1867,r_3284No1,Glycerolipid metabolism,4.438982182884048e-08
1868,r_3271No1,Glycerolipid metabolism,4.438982182884048e-08
1869,r_3286No1,Glycerolipid metabolism,4.438982182884048e-08
1870,r_3273No1,Glycerolipid metabolism,4.438982182884048e-08
1871,r_3287No1,Glycerolipid metabolism,4.438982182884048e-08
1872,draw_prot_P38139,Enzyme usage,4.438982182884048e-08
1873,r_3274No1,Glycerolipid metabolism,4.438982182884048e-08
1874,r_3275No1,Glycerolipid metabolism,4.438982182884048e-08
1875,r_3289No1,Glycerolipid metabolism,4.438982182884048e-08
